,result_equal_vis,result_ae_vis
104,0.0032320086182154165,-0.001887996353608226
105,-0.005297487566073674,-0.00837120177039801
106,-0.007498044820542197,-0.008913662341904906
107,-0.008893184809337915,-0.007044624555162729
108,0.012865098774969922,0.014215157919411628
109,-0.008364666325836411,-0.008994885985986658
110,0.008551723733769778,0.010893480094557314
111,0.00043239835367148724,0.0027553279583649387
112,0.004778773710157837,0.0060488420267405755
113,-0.0009998663389942806,0.0017237354716024343
114,-0.004765729932704498,-0.0054770097466141756
115,-0.009344887827291001,-0.01004344595722115
116,-0.005989019109069752,-0.005648035736453884
117,0.0020515832960829633,0.000145482976591541
118,-0.013944304445053877,-0.015378198150888119
119,-0.014864967360034197,-0.014577539328931398
120,-0.0020253973099577274,-0.0075076112004352534
121,0.006374243203299349,0.007164799519210261
122,-0.023468187751061884,-0.025319662017319333
123,-0.0004595974525123857,0.001359413960385626
124,0.01797871922664528,0.020166910287703486
125,0.002566924544218663,0.0002197159070169275
126,0.00992264347482621,0.012759794180069308
127,-0.004595123147729063,-0.005260853213304076
128,0.008164484578061711,0.009338399301713948
129,0.009731208489874575,0.012338775694005513
130,0.0017823795969501494,0.0038690549762561382
131,0.0006320123680860067,0.005694276931251181
132,-0.009564451093195496,-0.009578032713699364
133,-0.007275131876800118,-0.004104032238699434
134,5.1830316365480034e-05,-0.00035203517238509524
135,-0.013070468531677083,-0.007373219823379027
136,0.0026239107988825132,0.000779916388446158
137,0.01109768122000236,0.011679661987665563
138,0.0040016915394286545,0.00496874058186022
139,0.0012142013692312554,0.004514695207714166
140,-0.0018204005762248521,-0.005030235140145332
141,0.0005138991168719424,-0.004895072651373449
142,0.0016119188233625398,0.00018229052994163698
143,-0.017308975647892463,-0.01643409917782589
144,0.01021799210333801,0.009947067046775367
145,0.004297920095957663,0.005225145596110368
146,-0.00037145968567015063,-0.004813640982143583
147,-0.0041416058660553165,-0.009147754329370884
148,-0.01281714298191821,-0.02205094542866464
149,0.00786574941077354,0.005474218825056049
150,-0.02364283556379739,-0.026115103849213762
151,-0.0073244707920153505,-0.009200027804924361
152,-0.0055276262374292714,-0.007519004079371394
153,0.01927078391966723,0.023674979829487675
154,0.00044583096923369784,-0.0037404330498919097
155,-0.012159528139634803,-0.014669610876916418
156,-0.005054050652411082,-0.004846215740994624
157,0.0027990931863138093,0.006108372016598565
158,0.012177175164208852,0.020512274072265725
159,0.0019700004467021106,-0.0038802458105803243
160,0.00972125314255466,0.014348116311320623
161,0.0005212827797530228,0.0007433312724902904
162,8.705602096109128e-06,-0.00035878598070312323
163,-7.796781620299242e-05,0.0030812079092636235
164,0.005056913709791637,0.00025188136709939886
165,0.009901515595447247,0.015422815958369796
166,0.00391451536033644,0.0005375350006876805
167,0.003701025677213855,0.0013317842374709517
168,-0.00034463784042486323,0.0010281685465439079
169,0.005521985784638688,0.0040030141712756396
170,-0.0035889918323471857,-0.0021340577943144063
171,0.0003322936145395242,0.001283119579755437
172,0.006839650365415471,0.010504085272572943
173,0.007182185679806053,0.006414257400949953
174,0.002462462043662597,0.00614517750207939
