,result_equal_vis,result_smooth_vis
0,0.001804996636052323,0.00046017076197022485
1,-0.002487805487297354,-0.008560265926098272
2,0.004718451661594093,0.0038416440093337004
3,0.021762020111894688,-0.000911881179667692
4,0.008143236121207641,-0.004949533132715531
5,0.0023145648689493173,-0.0010061938097437834
6,0.010563623923748442,-0.020353697603120703
7,0.009336118130268906,0.0032591414901103483
8,-0.005333407155915148,0.012826792688891048
9,0.014244486006518625,-0.007520819997441324
10,-0.01540585356782871,0.003211806811710994
11,-0.005672295302083784,-0.006740854456566889
12,0.013511678863339087,-0.00823412835108317
13,-0.009066410111703208,0.005688094876606879
14,-0.003572373910192813,0.006055359057291515
15,-0.0006374376485478401,-0.011290209935785882
16,0.007183902457137995,-0.004499259159284789
17,0.003398034353453155,0.005748362170351942
18,0.012191967298969205,0.0014547595579488895
19,0.0016826202112006944,0.0009545047173279157
20,0.0033734992685052517,-0.006992781798315396
21,-0.002203445904323915,-0.0013221919062207904
22,0.008109699592969467,0.009201334801292404
23,-0.007436953554024492,-0.005888475541768934
24,0.00850750225673557,0.00411708545690345
25,-0.0019096877327094471,-0.003916145038173368
26,0.0023609586467887604,0.004433668820397466
27,0.0024491491712398143,0.0017634421504273093
28,0.010482238521272603,0.008384271279319185
29,0.010204725790335989,-0.0070567535206652226
30,0.007032474222670119,0.00944380127450942
31,0.00035566935596079125,-0.002843742675138428
32,0.0003631980719826065,-0.006290239195840038
33,0.01152608943228855,-0.009356010255580558
34,0.006193153159114177,0.0106164848643625
35,-0.0034081729767745333,-0.005378291029934131
36,0.009245685433165238,-0.000666447595946819
37,-0.0052814667833129105,0.006753316928036608
38,0.012708791075027471,0.0037489544028628877
39,0.015661166467406982,-0.0009288779962073086
40,0.019784058403637443,0.009699469173929467
41,0.0032390515961467758,0.0008055726968495831
42,0.00025717380398244,0.0063768333513756085
43,-0.008033137560037784,-0.006489503866237265
44,0.006292631785154076,0.00519300392072441
45,0.014715143447753497,0.0009212165809780611
46,0.0035094483973991245,0.002442142995170488
47,0.003948634346748341,0.004748292655753256
48,-0.002440731052178477,0.002500527474548265
49,-0.014806137190059509,-0.003987965738137343
50,-0.027853816654813852,-0.012836364301252992
51,0.0008148065110589594,-0.0051089686023475175
52,0.006329261086076066,0.006210266885055724
53,0.01390965562455814,0.0028458207856802875
54,0.009920626687816217,0.0159635240625232
55,-0.03777981460543853,-0.013945910461507937
56,-0.050732051316503296,-0.022216626141969634
57,0.006863948456247037,-0.014636051016162662
58,-0.03949538035253511,0.029819666724503424
59,0.05239471798199023,-0.05016577326808434
60,0.004445218926262225,0.004371441538664046
61,-0.00843381769304672,0.004157622258340695
62,0.01508256590429174,-0.014639082723149503
63,0.007808132654439593,-0.005941959644352187
64,0.00947278273972598,-0.01818113548478817
65,0.00326372896289685,-0.0011433632769666674
66,-0.0006257615018525188,0.0016895081833824275
67,0.01614326704056486,-0.014981474026548858
68,0.007175537209304924,-0.012314904542282814
69,0.009719404069455881,-0.0025537031842808567
70,0.0018255718369404176,0.0010095113081478686
71,0.006118005248520398,-0.004423338856030309
72,-0.0068308004055549045,0.0062161339140716036
73,-0.0028773235878323234,0.003020891092203948
74,0.001254815612477233,-0.00013487210228703623
75,-0.00712731560693765,0.005880269431510669
76,0.0002429319313294253,0.0023049670870895233
77,0.004526698657145789,0.00135106782802747
78,-0.0010538305935029273,0.011643432672267527
79,0.005606852351894818,-0.01755068272192191
80,-0.0027368225267176654,0.007035740918181118
81,-0.005894112400620748,0.008576643406819236
82,0.004119086815362421,-0.002959916991241866
83,0.013441737732166798,-0.007383961231870663
84,0.007121584665601638,-0.011960171700623572
85,0.005213660174774135,-0.005737652528560997
86,0.005675406792407524,0.0012330829954155706
87,-0.004479674679321384,-0.013862045231870809
88,0.007173235851575586,0.004276586561365314
89,-0.004948380766891886,0.008796366724124389
90,0.0023393302653344694,-0.007016952309692413
