,result_equal_vis,result_rl_vis
0,-0.012084459305440307,-0.005932849665210768
1,0.007076407580787359,-3.6258004857655975e-05
2,0.007678799725824157,0.0035573833614145345
3,0.0058103262003368445,0.0006280890679648287
4,-0.010321440503906515,-0.002848999795506293
5,0.01096966809739809,0.002847869589595403
6,0.004415434102078186,0.0032932543193629833
7,-0.016388093534873242,-0.005078954988906539
8,-0.003641351415940924,0.001176139257565922
9,0.004288553088393971,-0.0002143821270256259
10,-0.0259132384402764,-0.005025659895872946
11,0.007247745856266708,0.0017289119991666536
12,0.008533674554644929,0.0010898760026896341
13,0.0071781259335644025,0.0018990513747448496
14,-0.011069688874487463,-0.002973799977644368
15,0.007133833146965675,0.0011967078825395644
16,-0.012400530284788875,-0.0021787563964506345
17,-0.017961172694957027,-0.00419773043964631
18,0.006902520201662443,6.43699379222384e-05
19,0.001804996636052323,0.00023782558810238246
20,-0.002487805487297354,0.0012196348943830648
21,0.004718451661594093,-0.0007389470857356917
22,0.021762020111894688,0.002514735892366259
23,0.008143236121207641,0.0042893192292240674
24,0.0023145648689493173,0.00014089817431646898
25,0.010563623923748442,0.0006749063693469913
26,0.009336118130268906,0.0018123664317418826
27,-0.005333407155915148,-0.00027055725544537817
28,0.014244486006518625,0.003835368669503226
29,-0.01540585356782871,-0.0032755025014564476
30,-0.005672295302083784,-0.0035361488115202054
31,0.013511678863339087,0.004009791964335691
32,-0.009066410111703208,-0.002856749111897426
33,-0.003572373910192813,0.00040773589059880445
34,-0.0006374376485478401,0.0018153045619777308
35,0.007183902457137995,0.00149405716894459
36,0.003398034353453155,0.0017844422415586464
37,0.012191967298969205,0.0024008790079770377
38,0.0016826202112006944,0.001992863644982056
39,0.0033734992685052517,-4.6259700102222145e-05
40,-0.002203445904323915,-0.00017737968539840353
41,0.008109699592969467,0.0010420455825535953
42,-0.007436953554024492,-0.001806819735540539
43,0.00850750225673557,0.0043556763144885595
44,-0.0019096877327094471,-0.000959659271699208
45,0.0023609586467887604,0.00221177508362404
46,0.0024491491712398143,0.0012440005136898826
47,0.010482238521272603,0.0037875147646175204
48,0.010204725790335989,0.0034268448848107924
49,0.007032474222670119,0.003602194430538053
50,0.00035566935596079125,0.0003484012554636973
51,0.0003631980719826065,-0.0014359836161752352
52,0.01152608943228855,0.004362383454464097
53,0.006193153159114177,0.0019776224322606887
54,-0.0034081729767745333,-0.000476384859840306
55,0.009245685433165238,0.0049140235148892345
56,-0.0052814667833129105,-0.0009216622790566615
57,0.012708791075027471,0.0041684528891647215
58,0.015661166467406982,0.002940422374403698
59,0.019784058403637443,0.005101145221666209
60,0.0032390515961467758,0.0016513865850539947
61,0.00025717380398244,9.881874449026584e-05
62,-0.008033137560037784,0.0010366533261082383
63,0.006292631785154076,-0.003531734540191297
64,0.014715143447753497,0.002029755779394235
65,0.0035094483973991245,0.000768521638891434
66,0.003948634346748341,0.0009277603144501117
67,-0.002440731052178477,0.0013053432392024708
68,-0.014806137190059509,-0.0006097528164691154
69,-0.027853816654813852,-0.007193725683148102
70,0.0008148065110589594,0.004356203839359777
71,0.006329261086076066,0.002134534032606911
72,0.01390965562455814,0.002684708785350091
73,0.009920626687816217,0.004061300776372194
74,-0.03777981460543853,-0.004665292410970057
