,result_equal_vis,result_pca_vis
0,0.001804996636052323,-0.002112197149161692
1,-0.002487805487297354,0.0024363013675114207
2,0.004718451661594093,-0.0035047287003439004
3,0.021762020111894688,-0.02653105611714926
4,0.008143236121207641,-0.009215285288407935
5,0.0023145648689493173,-0.0032744720843988473
6,0.010563623923748442,-0.014905540012847133
7,0.009336118130268906,-0.008501203854931812
8,-0.005333407155915148,0.007338773826010264
9,0.014244486006518625,-0.014814655994585056
10,-0.01540585356782871,0.013905854930152194
11,-0.005672295302083784,0.009811894053067633
12,0.013511678863339087,-0.015546288644003325
13,-0.009066410111703208,0.010920498306763345
14,-0.003572373910192813,0.005122580881304871
15,-0.0006374376485478401,0.0013805365681002942
16,0.007183902457137995,-0.006962788292645422
17,0.003398034353453155,-0.0032553443190585073
18,0.012191967298969205,-0.013133727889279932
19,0.0016826202112006944,0.0023074842803844065
20,0.0033734992685052517,0.0029146281399363583
21,-0.002203445904323915,-0.0016591923404091961
22,0.008109699592969467,0.007123594926890077
23,-0.007436953554024492,-0.009783280616290064
24,0.00850750225673557,0.011256313925964578
25,-0.0019096877327094471,-0.0038895380434424563
26,0.0023609586467887604,0.002778962461401958
27,0.0024491491712398143,0.0020479852216284543
28,0.010482238521272603,0.015737647645137028
29,0.010204725790335989,0.009299887194861115
30,0.007032474222670119,0.007448883442052553
31,0.00035566935596079125,0.0024371421706597426
32,0.0003631980719826065,0.003549258119156865
33,0.01152608943228855,0.018356922423154134
34,0.006193153159114177,0.008242112858234115
35,-0.0034081729767745333,-0.0038930474863204394
36,0.009245685433165238,0.012884208746028566
37,-0.0052814667833129105,-0.0070387227670460255
38,0.012708791075027471,0.015208671686855179
39,0.015661166467406982,0.02824549561564445
40,0.019784058403637443,0.03246504497229241
41,0.0032390515961467758,0.0031621030803051188
42,0.00025717380398244,0.024743063714357565
43,-0.008033137560037784,-0.010656311348208897
44,0.006292631785154076,0.0010133936199170804
45,0.014715143447753497,0.03075246924545889
46,0.0035094483973991245,0.014938642961604198
47,0.003948634346748341,0.015379111292222665
48,-0.002440731052178477,0.0023999608394712412
49,-0.014806137190059509,-0.00197753395654902
50,-0.027853816654813852,-0.04629023535033029
51,0.0008148065110589594,0.011419816457278523
52,0.006329261086076066,0.0027901963693075967
53,0.01390965562455814,0.023789400838386866
54,0.009920626687816217,0.022158002850073032
55,-0.03777981460543853,-0.03203793619662881
56,-0.050732051316503296,-0.060934212803519905
57,0.006863948456247037,-0.0030258456394232944
58,-0.03949538035253511,0.05004177316487032
59,0.05239471798199023,-0.06270447986054156
60,0.004445218926262225,-0.012393931471750233
61,-0.00843381769304672,0.01139830507054924
62,0.01508256590429174,-0.019442136219975193
63,0.007808132654439593,-0.010426481980669861
64,0.00947278273972598,-0.009455108359814382
65,0.00326372896289685,-0.0053376177355606985
66,-0.0006257615018525188,-0.002817082099648463
67,0.01614326704056486,-0.021550558994803175
68,0.007175537209304924,-0.007586991587442448
69,0.009719404069455881,-0.013611509839848164
70,0.0018255718369404176,-0.0016020555415693155
71,0.006118005248520398,-0.010097646040088533
72,-0.0068308004055549045,0.007050083095225887
73,-0.0028773235878323234,0.005388211629788356
74,0.001254815612477233,-0.004438478263107282
75,-0.00712731560693765,0.009129893808625524
76,0.0002429319313294253,0.0021761931229890073
77,0.004526698657145789,0.007904418723903458
78,-0.0010538305935029273,-0.004333483139361063
79,0.005606852351894818,0.010229350355773225
80,-0.0027368225267176654,-0.002019606011924671
81,-0.005894112400620748,-0.0036485390312318245
82,0.004119086815362421,0.00709538213135279
83,0.013441737732166798,0.010890834234289009
84,0.007121584665601638,0.009210060336119867
85,0.005213660174774135,0.005392679753808742
86,0.005675406792407524,0.011317670933904277
87,-0.004479674679321384,-0.006622274852259133
88,0.007173235851575586,0.013951199957593776
