,equal,returns,minvar,maxsharpe,maxdecorr
0,0.001804996636052323,0.0027721907601311723,-0.00017274518724326714,0.0041311520218315235,0.0011514163170252287
1,-0.002487805487297354,-0.008089499207574378,-0.00012924955202139762,-0.0035890865556791798,-0.0006089768691272732
2,0.004718451661594093,0.004390567108984033,0.0053050626982068735,-0.0028838348594750073,-0.001186813094964659
3,0.021762020111894688,-0.006521922412413559,0.003175618878991455,-0.003750289967901442,0.001336759293255688
4,0.008143236121207641,-0.012906059917219223,0.0042404941300917464,-0.0037710484285593936,-6.459388125611222e-05
5,0.0023145648689493173,-0.004084536113420001,0.002517923938452204,-0.0017626700955288709,-0.00032359470614181306
6,0.010563623923748442,-0.012957545536124446,0.0010020708388465537,-0.0021297709463377044,0.005143793298407344
7,0.009336118130268906,-0.004353847907880543,0.004354157926169844,-0.009076326051571243,-0.003436227805332005
8,-0.005333407155915148,0.003474777689756726,0.002248562868396353,0.0018117011524359078,-0.001760284932519622
9,0.014244486006518625,-0.003218337174998785,0.0033986593589334776,-0.0008115932258956803,0.0017416853357810447
10,-0.01540585356782871,-0.009339005371540707,-0.004196754817405458,0.0031262493574739808,-0.0015772791393849983
11,-0.005672295302083784,0.01032584591536461,-0.0005524302796709739,0.0022915127245202982,-8.07394475821243e-05
12,0.013511678863339087,-0.004421715355282564,0.0016856708661639145,-0.0024968253957125147,0.002541052030372292
13,-0.009066410111703208,-0.0033566935198127757,-0.0006127721063058322,-0.0003787141771282558,-0.004298995454867744
14,-0.003572373910192813,0.001368574909488069,0.0006746824642453699,0.0002598904322505436,-0.0010133454355422918
15,-0.0006374376485478401,-0.007453238806021702,0.002513740801845738,-0.0057208611413030255,-0.0019915683907590024
16,0.007183902457137995,-0.0137763916570893,0.007334752176319835,-0.0034479370556373327,-0.00209570441110512
17,0.003398034353453155,0.005478846586149153,0.0002214571592755182,0.002118329422970841,0.00335594581377548
18,0.012191967298969205,0.009568273957718304,0.0031780284060924226,0.002787364372492221,0.003682252815304599
19,0.0016826202112006944,0.004629096410268574,-0.0010160601418390959,-0.0008020504549841865,0.0010854511543595348
20,0.0033734992685052517,-0.003955721644502539,0.002329513104199321,0.0016941178241019767,0.003302616351960124
21,-0.002203445904323915,0.0014103616067198126,-0.00276171454653793,-0.0025475163540947914,-0.0004271015319747909
22,0.008109699592969467,0.009241358154764682,0.0064748271565990044,0.00851128527997944,0.006677939572381557
23,-0.007436953554024492,-0.008878077967315889,-0.002678097508189936,0.000461314545196843,0.004454889956303226
24,0.00850750225673557,0.01980388333158948,0.000973154448162179,-0.0017334802290571113,-0.0040683216677165745
25,-0.0019096877327094471,-0.008467034729062193,0.0019616845666461007,-0.0036758934175212046,-0.0013856364779154177
26,0.0023609586467887604,0.004591349160677771,-0.0009484439489637202,0.004619707970594029,-0.003525570580082548
27,0.0024491491712398143,0.0006413578541364733,0.0029063386379301853,-0.0004294057643064004,-0.005929660090293844
28,0.010482238521272603,0.019085758287125658,0.003195857218593086,0.005906169159788296,0.005374765371929066
29,0.010204725790335989,0.005284153614216643,0.0052493990996246844,0.003130379408755531,0.003907753010512571
30,0.007032474222670119,0.006522382842352338,0.006175555403820742,0.003267865544722108,0.001331007319568553
31,0.00035566935596079125,0.006300508327471961,-0.00038590610172398355,0.0010249823697965215,-0.00012001537475821267
32,0.0003631980719826065,0.0006968639612707175,-0.0037509747966098465,-0.00336965831074515,0.0004745709927645749
33,0.01152608943228855,0.02240931277550949,-0.0016117515171692877,-0.0012343595718002495,0.001593612868435327
34,0.006193153159114177,0.007787275769219007,-0.00028294324324961584,-0.00013312741008286326,0.001862319963233742
35,-0.0034081729767745333,-0.005498583976391813,-0.0001140304430751797,0.00010586842454575834,-2.1680698193871664e-05
36,0.009245685433165238,0.019688453522203306,-0.003279980823277925,0.005358615877077584,-0.0005242105567034964
37,-0.0052814667833129105,-0.008095147295109191,-0.002103557450483559,-0.003285848995130094,-0.0013000410485587905
38,0.012708791075027471,0.01789734382224213,0.006290459001488777,-0.003273235249253402,-0.0028210917571208664
39,0.015661166467406982,0.031393112045386584,0.008639445689582846,0.006243989919132083,-0.0011616504853145038
40,0.019784058403637443,0.028314287632983715,0.013908367314782212,0.004778291880190673,0.0019289764885572452
41,0.0032390515961467758,0.005148852831462789,0.002713836777010402,0.0033656337235101544,0.0003711119566189838
42,0.00025717380398244,0.023883962456894604,-0.002815395578930345,0.01182835201548702,0.0002097147559105974
43,-0.008033137560037784,-0.016350686349153827,-0.007473539686089792,-0.002559516108555585,-0.0007644401690785805
44,0.006292631785154076,0.005639657405821199,0.006133443572052614,0.000730371142448594,-0.001360040514437261
45,0.014715143447753497,0.019396405901969074,0.0059324872570397655,0.00269069811450838,-0.0019469785988488455
46,0.0035094483973991245,0.0022450037737537336,0.003549862188250236,-0.0058212955576550365,-0.00022408067861531434
47,0.003948634346748341,0.012588909066204855,0.0009278761342531871,0.0018766000099131237,-0.0018236854755629762
48,-0.002440731052178477,-0.0010436505588995112,-0.004629295008365252,-0.0028088422918842192,-0.0006373514535261413
49,-0.014806137190059509,-0.012240738339946924,-0.01133552355712264,0.0013663261750453187,-0.0017015347210379728
50,-0.027853816654813852,-0.044536995699760634,-0.013477744193610993,-0.003253188092159189,0.0018999817654996132
51,0.0008148065110589594,0.0027215239041581546,5.802936341029827e-05,0.0010127274536365066,-0.0015768236939058772
52,0.006329261086076066,0.007035674101448809,0.0027377301768268135,0.0041029916302447525,0.002770520220144062
53,0.01390965562455814,0.02018460001209465,0.002212691946877915,0.00415693593769133,-0.001384674978309887
54,0.009920626687816217,0.023201863130809477,0.006733832198217542,0.010435586225908795,-0.0018924003923090147
55,-0.03777981460543853,-0.04805745585566347,-0.02199602505544333,-0.0005517130621689399,0.0025506274977272897
56,-0.050732051316503296,-0.05789039410181911,-0.029665626728386643,-0.0014611648194311744,-5.246831359406875e-05
57,0.006863948456247037,-0.02115622519088388,0.005220754685981453,-0.003841631756927616,-0.00017494118635451734
58,-0.03949538035253511,0.00596971850661235,-0.003873292685209747,0.0032191658108934647,-0.003208225224981519
59,0.05239471798199023,-0.014017726243516068,0.005594295624925765,0.002445183205971177,0.007408466974917116
60,0.004445218926262225,0.02202906314997701,-0.006297412782557844,0.0064220722510344025,0.005080530956536212
61,-0.00843381769304672,0.002578670253037096,0.0020101907617979683,-2.6015033433975837e-05,0.002747724249751074
62,0.01508256590429174,0.007827785966521105,0.0007462421512732841,0.0034110083615880686,0.0029590912975679755
63,0.007808132654439593,-0.00161905214879028,-0.004938126109704877,0.0032326362549773427,0.0007507592224934013
64,0.00947278273972598,-0.015950646996767383,0.00255275381503502,-0.0010208754489573987,-0.000608660323358365
65,0.00326372896289685,0.007232655402422115,-0.0008081314251771384,0.0020651043376677274,-0.00012182142019524742
66,-0.0006257615018525188,0.00511127440866943,-0.0037253817109686536,-0.0014551364895959893,0.0007484517283193916
67,0.01614326704056486,0.004884814002918921,-0.0005915497271918682,-0.0005871864119368211,0.0018138492345988841
68,0.007175537209304924,-0.007226770939843761,0.0005814786812691767,0.006212406367525,-0.00099641196873982
