,equal,returns,minvar,maxsharpe,maxdecorr
69,0.009719404069455881,0.0010387827407200465,-0.00036447871007571573,-0.0028779071747015474,0.001607440737452917
70,0.0018255718369404176,0.015444361635029902,0.003308745794975895,0.0039685696342353464,0.0017536507849584587
71,0.006118005248520398,0.003009044389344111,-0.002036093868312346,-0.0004214695999922858,0.00264819081482458
72,-0.0068308004055549045,0.0005442469173724789,-0.00036570739879700085,0.0003911747462750991,-0.00024110066314966773
73,-0.0028773235878323234,-0.004249286920740687,-0.0013649331780550388,0.005384016994362636,-0.002137167930490689
74,0.001254815612477233,0.006207160514677296,-0.0015294788282822999,-0.0024780788018741572,0.0018566822671446563
75,-0.00712731560693765,-0.0040585784422614846,-0.0015848906259290445,0.0015433991741775632,-0.0024677359648718512
76,0.0002429319313294253,0.003756980400620788,6.940522477897097e-05,0.005733379838063711,0.0016582847538723605
77,0.004526698657145789,0.018648055353718544,-0.001097254638187508,0.008521756951246115,-0.0024178453189889113
78,-0.0010538305935029273,-0.000267570719701323,0.0022338979707657125,0.004253171742995946,0.0001400917265317079
79,0.005606852351894818,0.023704399799424923,-0.00017675052347989164,0.006246723528013451,-0.0007871696341223766
80,-0.0027368225267176654,0.0095102557839181,-0.002875506850136776,0.0036382773421757145,-0.00026839178338296016
81,-0.005894112400620748,0.01214875015989304,0.0006331897326226545,0.01600369448172224,0.00012478960409900475
82,0.004119086815362421,-0.0011817524671521294,-0.0028438929303312172,-0.003939266307852124,-0.0019039936282338687
83,0.013441737732166798,0.001705945595811443,0.004121390133974644,-0.007363738546003665,-0.0010228814697240737
84,0.007121584665601638,0.019457399842338952,0.0023062180349228936,0.009665412611784482,0.00014182375244983108
85,0.005213660174774135,0.011627701098523978,0.0026445377108622256,0.007888699396087488,0.000801008108058643
86,0.005675406792407524,0.010607043083492697,-0.0012269241314454373,0.003165540758330128,0.0011438228087211708
87,-0.004479674679321384,0.000433072346800818,-0.0006810544080054289,0.005914650580568464,-0.0024969668580188046
88,0.007173235851575586,0.02010987200238066,-0.002603079277968689,0.0032335797028846635,0.00270586819017657
89,-0.004948380766891886,-0.0014260513759540062,-0.0014373737328935898,0.005308286704860908,0.004682920889120131
90,0.0023393302653344694,0.005194971026564908,0.00196247943574099,0.0028134140972962385,-0.0016380925972918528
91,0.012814911441358316,0.016661836839860427,0.004609440026113718,0.0070453899229480765,-0.0019478591290126102
92,0.0011834775366995317,0.01112290142218383,0.0003443615660355766,0.006007314776267193,0.0016164732481196182
93,-0.0010376502057590313,-0.0031869438214912117,0.0024166049679251868,-0.0014421284744023915,0.0013144143527056564
94,0.0040455872902294375,0.009975459864804172,-4.3311389285369245e-05,0.009254354872424899,0.001978922794075837
95,0.002589488580258588,0.00733289451337726,0.0011352306412405473,0.0022804321540342656,-0.00046237921423991505
96,-0.004428109899451683,-0.019162999291982827,-0.003940240896779247,-0.007345715440534892,-0.010006870618916001
97,-0.002668717983431216,-0.0025668089768599908,0.0005128991170298391,-0.0007523835368683711,-0.0012644442256431031
98,0.009778891313502637,0.020309846949118866,0.0025627306726783176,0.009237136190287605,0.007920166862958907
99,0.005810522873711306,0.015006958337785706,0.004206018698013132,0.009041516373328229,0.0052249693125868855
100,-0.0030120969654514316,-0.0011773314399769574,-0.00019322854709554867,-0.004328204598831557,0.0007488417358932448
101,-0.017851693023312947,-0.0226534690708409,-0.008640332786186991,-0.010458316277620026,-0.010111189409102193
102,-0.005520417313830124,-0.012289289664727004,-0.005352105141936239,-0.009205811054621666,-0.009327811848639993
103,0.0059944024604442776,0.002036045075026743,0.004601480410965921,0.0008620131251579232,-0.0015132767050048716
104,0.0032320086182154165,0.004282502060012757,0.001289775724538052,-8.1406203231012e-05,0.0035498559836527536
105,-0.005297487566073674,-0.013794950081608902,-0.0059895761616048735,-0.007769363064389324,-0.005401251118781605
106,-0.007498044820542197,-0.027558242803034656,-0.00760630248921452,-0.016354570638967204,-0.012026257835863837
107,-0.008893184809337915,-0.006346609186541802,-0.00111617493708262,-0.00022691936845330054,-0.0012401245794418556
108,0.012865098774969922,0.029631457944343017,0.004276283165066873,0.00930874203682456,0.01028971731312123
109,-0.008364666325836411,-0.026951882775234467,-0.009222865485178172,-0.01695376403703209,-0.01184780399270724
110,0.008551723733769778,0.00939796142366149,0.002362385641827804,0.0027962874211908744,0.0025840650717866556
111,0.00043239835367148724,0.0028755784141733113,0.0009235215831188537,0.004916678752861982,0.002048965136018259
112,0.004778773710157837,0.005299394609682408,0.0012627680756987722,-0.0001211606403152974,0.0020687622059012314
113,-0.0009998663389942806,-0.002430280125115736,-0.0024884374050743617,0.003669113947069505,-0.004174094892208313
114,-0.004765729932704498,-0.003432406728419152,0.00019655389838223755,0.001122602505638751,0.0007982086433898387
115,-0.009344887827291001,0.003849959438691103,-0.004640182184734647,0.002674431425895488,0.005211004062300599
116,-0.005989019109069752,0.005294976790641736,0.0003260102280724305,0.0020695599991329087,0.0013440097577628375
117,0.0020515832960829633,-0.009155683538231603,-0.003187241780815201,-0.004510785054308842,-0.0028177491595861776
118,-0.013944304445053877,-0.0016789792889429591,-0.0034302866533701846,-0.004037086291169234,0.003002190814873845
119,-0.014864967360034197,0.004504547732219679,-0.007370020589091917,0.005495945430862303,0.003463510630219953
120,-0.0020253973099577274,-0.0027626295928944084,-0.001313998260347145,-0.000827790565731638,0.0017837655592592662
121,0.006374243203299349,-0.009689782852107977,0.0006120896654778849,-0.0068069875019560345,-0.0018704273915880587
122,-0.023468187751061884,-0.0012644012929489347,-0.006500144525993238,-0.0010273012992481512,0.00887743183197728
123,-0.0004595974525123857,-0.002338693684872102,-0.0030099498305656107,0.004493539025225551,0.0007357995344073181
124,0.01797871922664528,-0.009307119713958199,0.0035252440542246862,-0.0016514374713379847,-0.006187049635452539
125,0.002566924544218663,-0.0006599315709453585,0.006355844751260771,-0.0029182249131169363,-0.0003662062160275578
126,0.00992264347482621,-0.0010254503146252898,0.002417988505216741,0.0010497615956488794,-0.0037040239506747966
127,-0.004595123147729063,0.0030875431539325537,-0.003170316057235678,0.003027893358607468,0.00167445902942137
128,0.008164484578061711,0.0027552825065333022,0.005258165506149411,0.0023423850894444425,-0.002602869990792016
129,0.009731208489874575,0.00354671956897796,0.006172723743432161,0.0032759280162619944,-0.004733167672698003
130,0.0017823795969501494,0.0023619828031635056,0.004697393383041366,-0.001484477530646947,-0.002683583731428635
131,0.0006320123680860067,0.005454958818758169,0.0007119021625616094,-0.00022505763069838026,-0.0016376374902624283
132,-0.009564451093195496,-0.005135125961648245,-0.005396563905907366,-0.0008211291486307941,0.002527140855225948
133,-0.007275131876800118,0.010196535599818545,-0.0021499750238273226,0.007912003628056706,-0.0009799634559334604
134,5.1830316365480034e-05,-0.0005023834891882364,0.00227776680409598,0.0007359030099395977,0.003095313480629845
135,-0.013070468531677083,0.0073462719697743465,-0.0015131514304483288,-0.0008191441413769625,-0.002119000733104816
136,0.0026239107988825132,-0.00542777869927328,-0.0009022070939989826,0.002983917790161574,0.0009509727912622867
137,0.01109768122000236,-0.008650226433683326,0.0022192747708865267,-0.004734063299226371,0.003076655444567575
138,0.0040016915394286545,-0.0042153585154945244,0.0027620342143352817,-0.0041005394981066924,-0.004023391929556586
139,0.0012142013692312554,0.004126769041022478,0.00012434425598567027,0.002118510323994393,-0.00014736770200321194
140,-0.0018204005762248521,0.0061261872753898775,0.0015393096083318493,0.000653020160369512,-0.0016398103589204981
141,0.0005138991168719424,-0.001994047752727083,0.0008003901340976935,0.0017759402791017683,0.0008928575607626862
142,0.0016119188233625398,-0.0010403124532043222,8.867101575376067e-05,0.0025689092976491482,0.0030955820050481957
143,-0.017308975647892463,0.0006867484111519433,-0.0030841415910299575,-0.005669430684127727,-0.0012608215185404249
144,0.01021799210333801,-0.0017877257800741758,0.005466853823823014,0.005107135158773899,0.004288137598163728
145,0.004297920095957663,-0.00347565273250418,-0.0006210680693123061,-0.00032389620821468654,-3.956942055075713e-07
146,-0.00037145968567015063,-0.007788651974447761,0.0005157896103862813,-0.011008816201153354,-0.004483177222780368
147,-0.0041416058660553165,0.012739808430687413,0.0006281652292815883,0.008144079925090095,-0.0014755547984821474
148,-0.01281714298191821,0.0074493275980361635,-0.0021733082426619466,-0.0013834379732787908,-0.0028684113670927854
149,0.00786574941077354,-0.0012088831548301062,0.00200065852019288,0.0003576363794611649,0.004299511417442417
150,-0.02364283556379739,0.017223004131646562,-0.004290475787945479,0.0028897270697383847,-0.006994629019798366
151,-0.0073244707920153505,0.004132780793795996,0.004201236785997023,-0.003478425488233553,-0.002087949132665979
152,-0.0055276262374292714,0.02180539090519644,0.001332309524132313,0.005632187702835065,0.0006861083236891485
153,0.01927078391966723,-0.03210260742125236,0.004310253613683603,-0.008780806608453864,-0.0017870249225346616
154,0.00044583096923369784,0.004437171163134683,0.0033740859331530303,0.00178675301562957,-0.0010512822734265747
155,-0.012159528139634803,0.02299689377980823,-0.0008379795642393392,-0.0014517131087894248,0.0012009882804748426
156,-0.005054050652411082,0.015938850987768996,0.001129555237354684,0.006446007515567053,8.25356653834408e-05
157,0.0027990931863138093,-0.01015610909878669,-0.0020706018759122395,-0.00387568270144085,0.00021577376731463156
158,0.012177175164208852,-0.017944741777037827,0.0023365542096241876,-0.0036483418616422665,-0.002140860291152965
159,0.0019700004467021106,0.005246417501120707,-0.001974961083398883,0.0028278459834204964,-0.0017722196875768676
160,0.00972125314255466,-0.022714070309238766,-0.0010561614139921692,-0.005170069984777853,0.00032358315234830233
161,0.0005212827797530228,-0.0026740171891862204,-0.004686407596326404,0.001510688705307973,8.244848460479785e-05
162,8.705602096109128e-06,0.008280358363856004,-0.0018260384332761154,0.0048436641191271015,-0.0006467173823273607
163,-7.796781620299242e-05,0.00397987923151529,0.000618348148521063,-0.0004744368380272183,-0.005322870239039456
164,0.005056913709791637,-0.011607937935032656,-0.0016883630148782857,0.00040805422788559563,0.0010062550093513688
165,0.009901515595447247,-0.00936293575470436,0.0017461569797893408,-0.0007660808276181395,-0.0028028897533046567
166,0.00391451536033644,-0.00797718066794374,-0.0006291895331718764,-0.0022619227897559633,-0.004348071015378654
167,0.003701025677213855,-0.006372754860835339,0.002832968204701634,-0.00260298679575101,-0.0020802708180560196
168,-0.00034463784042486323,-0.003581700819315151,-0.0033335179098828256,0.002814420330540911,-0.000812376402580686
169,0.005521985784638688,-0.007066754475279717,-0.0005990635888435019,-0.0012486428984254368,-0.0014810920253064865
170,-0.0035889918323471857,0.003722954512130568,0.00197868614469531,-0.0007584630589473375,0.0011727833360733568
171,0.0003322936145395242,-0.0022896992193478715,-0.0023970710849713413,-0.005257330090645133,0.0003433881383259234
172,0.006839650365415471,0.01087108495150901,0.0008058681177800699,-0.00024191473542228706,0.005004009474232116
173,0.007182185679806053,0.004421032352149178,0.007571600367837494,-0.003147016806436251,-0.00018855235460295099
174,0.002462462043662597,0.009329182899560735,0.0014656192165247836,0.004075137994469727,0.0021248450098791927
